Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache;Validity
Bangerten b. Dieterswil;3256;2;Rapperswil (BE);310;BE;7.448073122;47.05719362;de;01.07.2008
Seewil;3256;3;Rapperswil (BE);310;BE;7.410511663;47.04617669;de;01.07.2008
Münchenbuchsee;3053;0;Schüpfen;311;BE;7.426022675;47.033099;de;01.07.2008
Schüpfen;3054;0;Schüpfen;311;BE;7.377432505;47.03547239;de;01.07.2008
Frieswil;3035;0;Seedorf (BE);312;BE;7.285529527;46.99425216;de;01.07.2008
Wiler b. Seedorf;3266;0;Seedorf (BE);312;BE;7.317350766;47.04908567;de;01.07.2008
Lobsigen;3268;0;Seedorf (BE);312;BE;7.2987725;47.01680564;de;01.07.2008
Aarwangen;4912;0;Aarwangen;321;BE;7.767177874;47.2366992;de;01.07.2008
Bützberg;4922;0;Aarwangen;321;BE;7.739319094;47.2222742;de;01.07.2008
Rohrbach;4938;0;Auswil;322;BE;7.811378369;47.1419648;de;01.07.2008
Auswil;4944;0;Auswil;322;BE;7.838540554;47.13582916;de;01.07.2008
Bannwil;4913;0;Bannwil;323;BE;7.728819669;47.23775215;de;01.07.2008
Bleienbach;3368;0;Bleienbach;324;BE;7.760367649;47.18302869;de;01.07.2008
Busswil b. Melchnau;4917;2;Busswil bei Melchnau;325;BE;7.830855273;47.18761054;de;01.07.2008
Gondiswil;4955;0;Gondiswil;326;BE;7.866816044;47.14645669;de;01.07.2008
Langenthal;4900;0;Langenthal;329;BE;7.795121384;47.21754198;de;01.07.2008
Untersteckholz;4916;0;Langenthal;329;BE;7.84395589;47.20587604;de;01.07.2008
Obersteckholz;4924;0;Langenthal;329;BE;7.825584632;47.20101159;de;01.07.2008
Lotzwil;4932;0;Lotzwil;331;BE;7.79174532;47.18869282;de;01.07.2008
Reisiswil;4919;0;Madiswil;332;BE;7.832666064;47.15955551;de;01.07.2008
Gutenburg;4932;2;Madiswil;332;BE;7.8007572;47.18232672;de;01.07.2008
Madiswil;4934;0;Madiswil;332;BE;7.801711834;47.1623388;de;01.07.2008
Leimiswil;4935;0;Madiswil;332;BE;7.770496675;47.15402808;de;01.07.2008
Kleindietwil;4936;0;Madiswil;332;BE;7.790615513;47.14109535;de;01.07.2008
Melchnau;4917;0;Melchnau;333;BE;7.855954366;47.17754307;de;01.07.2008
Grossdietwil;6146;0;Melchnau;333;BE;7.876154287;47.16632813;de;01.07.2008
Altbüron;6147;0;Melchnau;333;BE;7.877103033;47.17918654;de;01.07.2008
Oeschenbach;4943;0;Oeschenbach;335;BE;7.744802844;47.11025853;de;01.07.2008
Roggwil BE;4914;0;Roggwil (BE);337;BE;7.816073315;47.23462944;de;01.07.2008
Rohrbachgraben;4938;2;Rohrbachgraben;339;BE;7.805151955;47.1103261;de;01.07.2008
Rütschelen;4933;0;Rütschelen;340;BE;7.77134529;47.1724606;de;01.07.2008
Schwarzhäusern;4911;0;Schwarzhäusern;341;BE;7.765879449;47.25740157;de;01.07.2008
Thunstetten;4922;2;Thunstetten;342;BE;7.747855658;47.19790829;de;01.07.2008
Ursenbach;4937;0;Ursenbach;344;BE;7.762155168;47.12882591;de;01.07.2008
Walterswil BE;4942;0;Ursenbach;344;BE;7.766130677;47.11417423;de;01.07.2008
Wynau;4923;0;Wynau;345;BE;7.80782816;47.2558673;de;01.07.2008
Bern;3004;0;Bern;351;BE;7.452010707;46.98048719;de;01.07.2008
Hinterkappelen;3032;0;Bern;351;BE;7.390080721;46.96324153;de;01.07.2008
Herrenschwanden;3037;0;Bern;351;BE;7.430048725;46.97197721;de;01.07.2008
Worblaufen;3048;0;Bern;351;BE;7.468480466;46.9724566;de;01.07.2008
Ittigen;3063;0;Bern;351;BE;7.472104485;46.9683503;de;01.07.2008
Ostermundigen;3072;0;Bern;351;BE;7.479478808;46.96776358;de;01.07.2008
Gümligen;3073;0;Bern;351;BE;7.492878002;46.93865135;de;01.07.2008
Wabern;3084;0;Bern;351;BE;7.447505222;46.93154439;de;01.07.2008
Liebefeld;3097;0;Bern;351;BE;7.424243643;46.93437726;de;01.07.2008
Niederwangen b. Bern;3172;0;Bern;351;BE;7.381030608;46.93074937;de;01.07.2008
Bolligen;3065;0;Bolligen;352;BE;7.508338992;46.98411944;de;01.07.2008
Stettlen;3066;0;Bolligen;352;BE;7.529088812;46.96255652;de;01.07.2008
Krauchthal;3326;0;Bolligen;352;BE;7.535797498;46.99659505;de;01.07.2008
Bremgarten b. Bern;3047;0;Bremgarten bei Bern;353;BE;7.436054959;46.97712754;de;01.07.2008
Kirchlindach;3038;0;Kirchlindach;354;BE;7.415059305;46.99981021;de;01.07.2008
Spiegel b. Bern;3095;0;Köniz;355;BE;7.434284903;46.92499655;de;01.07.2008
Köniz;3098;0;Köniz;355;BE;7.434560391;46.91283518;de;01.07.2008
Schliern b. Köniz;3098;1;Köniz;355;BE;7.427398431;46.90618722;de;01.07.2008
Gasel;3144;0;Köniz;355;BE;7.414081515;46.89590542;de;01.07.2008
Niederscherli;3145;0;Köniz;355;BE;7.394215946;46.8853139;de;01.07.2008
Mittelhäusern;3147;0;Köniz;355;BE;7.37143946;46.87274864;de;01.07.2008
Oberwangen b. Bern;3173;0;Köniz;355;BE;7.356022146;46.91189674;de;01.07.2008
Thörishaus;3174;0;Köniz;355;BE;7.348144578;46.90045532;de;01.07.2008
Muri b. Bern;3074;0;Muri bei Bern;356;BE;7.486372741;46.92660446;de;01.07.2008
Worb;3076;0;Muri bei Bern;356;BE;7.517527459;46.94224658;de;01.07.2008
Zimmerwald;3086;0;Oberbalm;357;BE;7.438863839;46.87795417;de;01.07.2008
Oberbalm;3096;0;Oberbalm;357;BE;7.410622084;46.86493964;de;01.07.2008
Boll;3067;0;Stettlen;358;BE;7.536934053;46.96301559;de;01.07.2008
Utzigen;3068;0;Vechigen;359;BE;7.585613971;46.96643137;de;01.07.2008
Bigenthal;3513;0;Vechigen;359;BE;7.612365192;46.96982777;de;01.07.2008
Wohlen b. Bern;3033;0;Wohlen bei Bern;360;BE;7.352553344;46.97522175;de;01.07.2008
Murzelen;3034;0;Wohlen bei Bern;360;BE;7.311578438;46.97709159;de;01.07.2008
Uettligen;3043;0;Wohlen bei Bern;360;BE;7.383416829;46.98649941;de;01.07.2008
Innerberg;3044;2;Wohlen bei Bern;360;BE;7.313002701;46.99607569;de;01.07.2008
Säriswil;3049;0;Wohlen bei Bern;360;BE;7.334809116;46.99227846;de;01.07.2008
Zollikofen;3052;0;Zollikofen;361;BE;7.453315302;46.99667264;de;01.07.2008
Biel/Bienne;2502;0;Biel/Bienne;371;BE;7.245725149;47.14198387;multiple;01.07.2008
Magglingen/Macolin;2532;0;Biel/Bienne;371;BE;7.213153175;47.13794401;multiple;01.07.2008
Evilard;2533;0;Evilard;372;BE;7.234668558;47.15052157;fr;01.07.2008
Arch;3296;0;Arch;381;BE;7.432605441;47.1695062;de;01.07.2008
Büetigen;3263;0;Büetigen;382;BE;7.334183836;47.10611154;de;01.07.2008
Büren an der Aare;3294;0;Büren an der Aare;383;BE;7.369425433;47.13446851;de;01.07.2008
Diessbach b. Büren;3264;0;Diessbach bei Büren;385;BE;7.364966115;47.10706744;de;01.07.2008
Dotzigen;3293;0;Dotzigen;386;BE;7.348944351;47.12891153;de;01.07.2008
Lengnau BE;2543;0;Lengnau (BE);387;BE;7.365037148;47.1826486;de;01.07.2008
Leuzigen;3297;0;Leuzigen;388;BE;7.469108809;47.17105135;de;01.07.2008
Meienried;3294;2;Meienried;389;BE;7.341032398;47.13705249;de;01.07.2008
Meinisberg;2554;0;Meinisberg;390;BE;7.353744265;47.16182093;de;01.07.2008
Oberwil b. Büren;3298;0;Oberwil bei Büren;391;BE;7.413461492;47.13220225;de;01.07.2008
Pieterlen;2542;0;Pieterlen;392;BE;7.327859323;47.1757265;de;01.07.2008
Rüti b. Büren;3295;0;Rüti bei Büren;393;BE;7.412915005;47.15197777;de;01.07.2008
Aefligen;3426;0;Aefligen;401;BE;7.548710938;47.0953009;de;01.07.2008
Alchenstorf;3473;0;Alchenstorf;402;BE;7.643265553;47.122874;de;01.07.2008
Bäriswil BE;3323;0;Bäriswil;403;BE;7.530893843;47.01596769;de;01.07.2008
Burgdorf;3400;0;Burgdorf;404;BE;7.617846231;47.05756433;de;01.07.2008
Kaltacker;3413;0;Burgdorf;404;BE;7.647601776;47.0687056;de;01.07.2008
Oberburg;3414;0;Burgdorf;404;BE;7.631295429;47.03900803;de;01.07.2008
Wynigen;3472;0;Burgdorf;404;BE;7.644520941;47.08194328;de;01.07.2008
Kirchberg BE;3422;0;Ersigen;405;BE;7.588967607;47.09262723;de;01.07.2008
Ersigen;3423;0;Ersigen;405;BE;7.594280179;47.10090553;de;01.07.2008
Niederösch;3424;0;Ersigen;405;BE;7.620793949;47.11448918;de;01.07.2008
Oberösch;3424;2;Ersigen;405;BE;7.612800633;47.10537764;de;01.07.2008
Koppigen;3425;0;Ersigen;405;BE;7.60916304;47.12411283;de;01.07.2008
Rumendingen;3472;2;Ersigen;405;BE;7.628727169;47.1083144;de;01.07.2008
Hasle b. Burgdorf;3415;1;Hasle bei Burgdorf;406;BE;7.64060167;47.01366337;de;01.07.2008
Schafhausen im Emmental;3415;2;Hasle bei Burgdorf;406;BE;7.644980766;46.99103235;de;01.07.2008
Biembach im Emmental;3419;0;Hasle bei Burgdorf;406;BE;7.612392625;46.99329483;de;01.07.2008
Lützelflüh-Goldbach;3432;0;Hasle bei Burgdorf;406;BE;7.668588979;46.99511463;de;01.07.2008
Schwanden im Emmental;3433;0;Hasle bei Burgdorf;406;BE;7.683922682;46.98574171;de;01.07.2008
Heimiswil;3412;0;Heimiswil;407;BE;7.662884615;47.05372231;de;01.07.2008
Rüegsauschachen;3415;3;Heimiswil;407;BE;7.647696399;47.02949749;de;01.07.2008
Affoltern im Emmental;3416;0;Heimiswil;407;BE;7.717348025;47.08185386;de;01.07.2008
Rüegsbach;3418;0;Heimiswil;407;BE;7.69756953;47.06037553;de;01.07.2008
Hellsau;3429;3;Hellsau;408;BE;7.649295774;47.14299714;de;01.07.2008
Hindelbank;3324;0;Hindelbank;409;BE;7.545076801;47.04390339;de;01.07.2008
Mötschwil;3324;2;Hindelbank;409;BE;7.568149289;47.04774868;de;01.07.2008
Hettiswil b. Hindelbank;3325;0;Hindelbank;409;BE;7.574051691;47.03964975;de;01.07.2008
Lyssach;3421;0;Hindelbank;409;BE;7.580325015;47.0511101;de;01.07.2008
Höchstetten;3429;2;Höchstetten;410;BE;7.63344524;47.14435427;de;01.07.2008
Kernenried;3309;0;Kernenried;411;BE;7.551170217;47.06875271;de;01.07.2008
Rüdtligen;3422;1;Rüdtligen-Alchenflüh;420;BE;7.565160039;47.08482285;de;01.07.2008
Alchenflüh;3422;2;Rüdtligen-Alchenflüh;420;BE;7.577836046;47.08335701;de;01.07.2008
Rüti b. Lyssach;3421;2;Rüti bei Lyssach;422;BE;7.584697485;47.05545576;de;01.07.2008
Willadingen;3425;2;Willadingen;423;BE;7.614867147;47.14650388;de;01.07.2008
Schmidigen-Mühleweg;3464;0;Wynigen;424;BE;7.732034226;47.09448942;de;01.07.2008
Rüedisbach;3474;0;Wynigen;424;BE;7.705437159;47.11715697;de;01.07.2008
Les Prés-d'Orvin;2534;2;Corgémont;431;BE;7.149470446;47.16442018;fr;01.07.2008
Corgémont;2606;0;Corgémont;431;BE;7.145658459;47.19361957;fr;01.07.2008
Montagne-de-Courtelary;2608;2;Corgémont;431;BE;7.145491333;47.17206319;fr;01.07.2008
La Tanne;2720;2;Corgémont;431;BE;7.134206896;47.21531471;fr;01.07.2008
Mont-Crosin;2610;4;Cormoret;432;BE;7.030319303;47.18671098;fr;01.07.2008
Cormoret;2612;0;Cormoret;432;BE;7.046141046;47.16812575;fr;01.07.2008
Villeret;2613;0;Cormoret;432;BE;7.047381444;47.15482181;fr;01.07.2008
Cortébert;2607;0;Cortébert;433;BE;7.108256097;47.18967114;fr;01.07.2008
Mont-Tramelan;2723;0;Cortébert;433;BE;7.093984083;47.20340118;fr;01.07.2008
Courtelary;2608;0;Courtelary;434;BE;7.072596398;47.18587063;fr;01.07.2008
La Ferrière;2333;0;La Ferrière;435;BE;6.909622395;47.14076651;fr;01.07.2008
La Cibourg;2333;2;La Ferrière;435;BE;6.889950731;47.1252315;fr;01.07.2008
Mont-Soleil;2610;2;La Ferrière;435;BE;6.930238673;47.13754872;fr;01.07.2008
Tramelan;2720;0;Mont-Tramelan;437;BE;7.150115605;47.23691339;fr;01.07.2008
Orvin;2534;0;Orvin;438;BE;7.211991523;47.15609063;fr;01.07.2008
Frinvillier;2535;0;Orvin;438;BE;7.2515501;47.16720105;fr;01.07.2008
Renan BE;2616;0;Renan (BE);441;BE;6.904932633;47.10733007;fr;01.07.2008
Plagne;2536;0;Romont (BE);442;BE;7.321151847;47.20130746;fr;01.07.2008
Romont BE;2538;0;Romont (BE);442;BE;7.327347774;47.19206954;fr;01.07.2008
Péry;2603;0;Romont (BE);442;BE;7.33104201;47.21294014;fr;01.07.2008
Le Cerneux-Veusil;2345;2;Saint-Imier;443;BE;6.965752143;47.17753165;fr;01.07.2008
St-Imier;2610;0;Saint-Imier;443;BE;6.987801388;47.14800388;fr;01.07.2008
Les Pontins;2610;3;Saint-Imier;443;BE;7.008025612;47.1295444;fr;01.07.2008
Sonceboz-Sombeval;2605;0;Sonceboz-Sombeval;444;BE;7.18158303;47.18818465;fr;01.07.2008
Sonvilier;2615;0;Sonvilier;445;BE;6.956675523;47.13136586;fr;01.07.2008
Montagne-de-Sonvilier;2615;2;Sonvilier;445;BE;6.956025055;47.12068363;fr;01.07.2008
Les Reussilles;2722;0;Tramelan;446;BE;7.076867162;47.22853267;fr;01.07.2008
Les Breuleux;2345;0;Villeret;448;BE;7.00523427;47.18946344;fr;01.07.2008
Vauffelin;2537;0;Sauge;449;BE;7.294902227;47.18224999;fr;01.07.2008
La Heutte;2604;0;Péry-La Heutte;450;BE;7.218080693;47.18956552;fr;01.07.2008
Reconvilier;2732;0;Péry-La Heutte;450;BE;7.223487907;47.20640568;fr;01.07.2008
Malleray;2735;4;Péry-La Heutte;450;BE;7.244957855;47.21055774;fr;01.07.2008
Brüttelen;3237;0;Brüttelen;491;BE;7.149242848;47.02134575;de;01.07.2008
Ins;3232;0;Erlach;492;BE;7.091405702;47.0216249;de;01.07.2008
Tschugg;3233;0;Erlach;492;BE;7.092484889;47.0320742;de;01.07.2008
Erlach;3235;0;Erlach;492;BE;7.092005653;47.03606869;de;01.07.2008
Finsterhennen;2577;2;Finsterhennen;493;BE;7.176883714;47.02268505;de;01.07.2008
Le Landeron;2525;0;Gals;494;BE;7.068903331;47.04464552;fr;01.07.2008
Gals;3238;0;Gals;494;BE;7.057292509;47.03506675;de;01.07.2008
Gampelen;3236;0;Gampelen;495;BE;7.059473962;46.99627357;de;01.07.2008
Hagneck;2575;2;Lüscherz;497;BE;7.177737643;47.05853591;de;01.07.2008
Lüscherz;2576;0;Lüscherz;497;BE;7.163140327;47.04474297;de;01.07.2008
Müntschemier;3225;0;Müntschemier;498;BE;7.144749269;46.99558927;de;01.07.2008
Siselen BE;2577;0;Siselen;499;BE;7.197403582;47.03053574;de;01.07.2008
Vinelz;3234;0;Vinelz;502;BE;7.119704179;47.03238946;de;01.07.2008
Schalunen;3314;0;Bätterkinden;533;BE;7.532407111;47.11304607;de;01.07.2008
Bätterkinden;3315;0;Bätterkinden;533;BE;7.528224688;47.12880627;de;01.07.2008
Kräiligen;3315;1;Bätterkinden;533;BE;7.540937593;47.15080734;de;01.07.2008
Lohn-Ammannsegg;4573;0;Bätterkinden;533;BE;7.525531175;47.15952077;de;01.07.2008
Deisswil b. Münchenbuchsee;3053;2;Deisswil bei Münchenbuchsee;535;BE;7.453061442;47.03866975;de;01.07.2008
Etzelkofen;3306;0;Fraubrunnen;538;BE;7.479918801;47.08290689;de;01.07.2008
Grafenried;3308;0;Fraubrunnen;538;BE;7.507574765;47.07839405;de;01.07.2008
Zauggenried;3309;2;Fraubrunnen;538;BE;7.532166004;47.07041993;de;01.07.2008
Fraubrunnen;3312;0;Fraubrunnen;538;BE;7.53047942;47.08792793;de;01.07.2008
Büren zum Hof;3313;0;Fraubrunnen;538;BE;7.507319834;47.09824416;de;01.07.2008
Limpach;3317;0;Fraubrunnen;538;BE;7.498945173;47.10948898;de;01.07.2008
Mülchi;3317;1;Fraubrunnen;538;BE;7.477035788;47.10152595;de;01.07.2008
Jegenstorf;3303;0;Jegenstorf;540;BE;7.507033856;47.05196996;de;01.07.2008
Münchringen;3303;2;Jegenstorf;540;BE;7.524698138;47.04661874;de;01.07.2008
Ballmoos;3303;4;Jegenstorf;540;BE;7.475172808;47.04074691;de;01.07.2008
Scheunen;3305;2;Jegenstorf;540;BE;7.454281026;47.07108525;de;01.07.2008
Iffwil;3305;0;Iffwil;541;BE;7.479197658;47.06638207;de;01.07.2008
Urtenen-Schönbühl;3322;0;Mattstetten;543;BE;7.513877731;47.01904063;de;01.07.2008
Mattstetten;3322;1;Mattstetten;543;BE;7.520820078;47.03037043;de;01.07.2008
Moosseedorf;3302;0;Moosseedorf;544;BE;7.486122731;47.00947155;de;01.07.2008
Diemerswil;3053;3;Münchenbuchsee;546;BE;7.419133019;47.01939449;de;01.07.2008
Utzenstorf;3427;0;Utzenstorf;552;BE;7.563858378;47.12005047;de;01.07.2008
Wiggiswil;3053;4;Wiggiswil;553;BE;7.46919859;47.03068834;de;01.07.2008
Wiler b. Utzenstorf;3428;0;Wiler bei Utzenstorf;554;BE;7.558011845;47.15222967;de;01.07.2008
Zielebach;4564;1;Zielebach;556;BE;7.574678285;47.1578602;de;01.07.2008
Zuzwil BE;3303;3;Zuzwil (BE);557;BE;7.469831801;47.04963579;de;01.07.2008
Adelboden;3715;0;Adelboden;561;BE;7.558184978;46.46997388;de;01.07.2008
Achseten;3725;0;Adelboden;561;BE;7.585166124;46.5189527;de;01.07.2008
Hondrich;3702;0;Aeschi bei Spiez;562;BE;7.677899009;46.6669534;de;01.07.2008
Aeschi b. Spiez;3703;0;Aeschi bei Spiez;562;BE;7.696981959;46.65234781;de;01.07.2008
Aeschiried;3703;41;Aeschi bei Spiez;562;BE;7.761319182;46.61323967;de;01.07.2008
Krattigen;3704;0;Aeschi bei Spiez;562;BE;7.713429352;46.65963658;de;01.07.2008
Emdthal;3711;0;Aeschi bei Spiez;562;BE;7.681499928;46.64990772;de;01.07.2008
Mülenen;3711;2;Aeschi bei Spiez;562;BE;7.688951791;46.63955212;de;01.07.2008
Reichenbach im Kandertal;3713;0;Frutigen;563;BE;7.664376547;46.59636056;de;01.07.2008
Frutigen;3714;0;Frutigen;563;BE;7.636396423;46.58450625;de;01.07.2008
Kandergrund;3716;0;Frutigen;563;BE;7.666684458;46.57055116;de;01.07.2008
Ried (Frutigen);3724;0;Frutigen;563;BE;7.592091872;46.56147413;de;01.07.2008
Blausee-Mitholz;3717;0;Kandergrund;564;BE;7.684351779;46.52753955;de;01.07.2008
Kandersteg;3718;0;Kandersteg;565;BE;7.713621295;46.46558511;de;01.07.2008
Faulensee;3705;0;Krattigen;566;BE;7.72687872;46.66497411;de;01.07.2008
Wengi b. Frutigen;3714;3;Reichenbach im Kandertal;567;BE;7.640991087;46.61692265;de;01.07.2008
Scharnachtal;3722;0;Reichenbach im Kandertal;567;BE;7.710782608;46.61326353;de;01.07.2008
Kiental;3723;0;Reichenbach im Kandertal;567;BE;7.755561112;46.5516828;de;01.07.2008
Sundlauenen;3800;5;Beatenberg;571;BE;7.794909113;46.68783453;de;01.07.2008
Beatenberg;3803;0;Beatenberg;571;BE;7.801126128;46.70948459;de;01.07.2008
Interlaken;3800;0;Bönigen;572;BE;7.88839778;46.68773596;de;01.07.2008
Bönigen b. Interlaken;3806;0;Bönigen;572;BE;7.919699749;46.67758121;de;01.07.2008
Brienz BE;3855;0;Brienz (BE);573;BE;8.030841135;46.70511784;de;01.07.2008
Axalp;3855;1;Brienz (BE);573;BE;8.040832089;46.72104654;de;01.07.2008
Brienzwiler;3856;0;Brienzwiler;574;BE;8.106270706;46.75961184;de;01.07.2008
Meiringen;3860;0;Brienzwiler;574;BE;8.097774001;46.70559186;de;01.07.2008
Leissigen;3706;0;Därligen;575;BE;7.79283495;46.66020635;de;01.07.2008
Därligen;3707;0;Därligen;575;BE;7.810284666;46.65182327;de;01.07.2008
Lütschental;3816;0;Grindelwald;576;BE;7.973918117;46.64179758;de;01.07.2008
Burglauenen;3816;1;Grindelwald;576;BE;7.974584395;46.63103508;de;01.07.2008
Grindelwald;3818;0;Grindelwald;576;BE;8.056639662;46.61993385;de;01.07.2008
Kleine Scheidegg;3823;1;Grindelwald;576;BE;7.962610413;46.58627452;de;01.07.2008
Wilderswil;3812;0;Gsteigwiler;577;BE;7.909141359;46.65166096;de;01.07.2008
Gsteigwiler;3814;0;Gsteigwiler;577;BE;7.890233616;46.65024372;de;01.07.2008
Zweilütschinen;3815;0;Gündlischwand;578;BE;7.905707209;46.62421647;de;01.07.2008
Gündlischwand;3815;2;Gündlischwand;578;BE;7.926354626;46.65384651;de;01.07.2008
Habkern;3804;0;Habkern;579;BE;7.88979541;46.75299692;de;01.07.2008
Schangnau;6197;0;Habkern;579;BE;7.951767756;46.79195878;de;01.07.2008
Hofstetten b. Brienz;3858;0;Hofstetten bei Brienz;580;BE;8.084044653;46.76564899;de;01.07.2008
Iseltwald;3807;0;Iseltwald;582;BE;7.983369148;46.70093391;de;01.07.2008
Jungfraujoch;3801;33;Lauterbrunnen;584;BE;7.977336167;46.54739593;de;01.07.2008
Lauterbrunnen;3822;0;Lauterbrunnen;584;BE;7.90606748;46.59869458;de;01.07.2008
Isenfluh;3822;2;Lauterbrunnen;584;BE;7.858613662;46.59750572;de;01.07.2008
Wengen;3823;0;Lauterbrunnen;584;BE;7.956677059;46.56021345;de;01.07.2008
Eigergletscher;3823;2;Lauterbrunnen;584;BE;7.975034924;46.5747255;de;01.07.2008
Stechelberg;3824;0;Lauterbrunnen;584;BE;7.929925821;46.52542001;de;01.07.2008
Mürren;3825;0;Lauterbrunnen;584;BE;7.87639058;46.57588258;de;01.07.2008
Gimmelwald;3826;0;Lauterbrunnen;584;BE;7.851856239;46.53635332;de;01.07.2008
Matten b. Interlaken;3800;3;Matten bei Interlaken;587;BE;7.866086067;46.6754329;de;01.07.2008
Niederried b. Interlaken;3853;0;Niederried bei Interlaken;588;BE;7.925763318;46.7259327;de;01.07.2008
Oberried am Brienzersee;3854;0;Oberried am Brienzersee;589;BE;7.958300793;46.76150707;de;01.07.2008
Goldswil b. Interlaken;3805;0;Ringgenberg (BE);590;BE;7.874025083;46.70174684;de;01.07.2008
Ringgenberg BE;3852;0;Ringgenberg (BE);590;BE;7.895433583;46.71165916;de;01.07.2008
Saxeten;3813;0;Saxeten;591;BE;7.825734173;46.62405494;de;01.07.2008
Schwanden b. Brienz;3855;41;Schwanden bei Brienz;592;BE;8.054312247;46.77134079;de;01.07.2008
Unterseen;3800;2;Unterseen;593;BE;7.841076456;46.69527182;de;01.07.2008
Biglen;3507;0;Arni (BE);602;BE;7.631980249;46.93879253;de;01.07.2008
Arni BE;3508;0;Arni (BE);602;BE;7.663538381;46.93419171;de;01.07.2008
Oberthal;3531;0;Bowil;605;BE;7.691901204;46.90575869;de;01.07.2008
Bowil;3533;0;Bowil;605;BE;7.702211331;46.88622421;de;01.07.2008
Signau;3534;0;Bowil;605;BE;7.7221423;46.90195384;de;01.07.2008
Röthenbach im Emmental;3538;0;Bowil;605;BE;7.712777378;46.86714809;de;01.07.2008
Linden;3673;0;Bowil;605;BE;7.691339859;46.86581847;de;01.07.2008
Brenzikofen;3671;0;Brenzikofen;606;BE;7.616158343;46.81441721;de;01.07.2008
Freimettigen;3510;8;Freimettigen;607;BE;7.630352832;46.86498507;de;01.07.2008
Schlosswil;3082;0;Grosshöchstetten;608;BE;7.614277184;46.90691355;de;01.07.2008
Grosshöchstetten;3506;0;Grosshöchstetten;608;BE;7.635543624;46.90751758;de;01.07.2008
Häutligen;3510;9;Häutligen;609;BE;7.604137606;46.85714885;de;01.07.2008
Herbligen;3671;2;Herbligen;610;BE;7.605342926;46.82844476;de;01.07.2008
Wichtrach;3114;0;Kiesen;611;BE;7.579821632;46.82717609;de;01.07.2008
Kiesen;3629;0;Kiesen;611;BE;7.577540176;46.81277799;de;01.07.2008
Gysenstein;3503;0;Konolfingen;612;BE;7.595896114;46.8960403;de;01.07.2008
Konolfingen;3510;0;Konolfingen;612;BE;7.617966814;46.87887112;de;01.07.2008
Obergoldbach;3434;0;Landiswil;613;BE;7.663578911;46.95829408;de;01.07.2008
Landiswil;3434;1;Landiswil;613;BE;7.686052434;46.95683723;de;01.07.2010
Heimenschwand;3615;0;Linden;614;BE;7.675059723;46.82982148;de;01.07.2008
Oberdiessbach;3672;0;Linden;614;BE;7.648529534;46.84304179;de;01.07.2008
Mirchel;3532;2;Mirchel;615;BE;7.650685085;46.8914933;de;01.07.2008
Trimstein;3083;0;Münsingen;616;BE;7.579761663;46.90210344;de;01.07.2008
Münsingen;3110;0;Münsingen;616;BE;7.559994895;46.87637859;de;01.07.2008
Tägertschi;3111;0;Münsingen;616;BE;7.586980569;46.87369262;de;01.07.2008
Niederhünigen;3504;0;Niederhünigen;617;BE;7.648431253;46.86481267;de;01.07.2008
Aeschlen b. Oberdiessbach;3672;2;Oberdiessbach;619;BE;7.653189103;46.83255612;de;01.07.2008
Bleiken b. Oberdiessbach;3674;0;Oberdiessbach;619;BE;7.640419408;46.81801811;de;01.07.2008
Oppligen;3629;2;Oppligen;622;BE;7.595398751;46.81511215;de;01.07.2008
Allmendingen b. Bern;3112;0;Rubigen;623;BE;7.533662995;46.9093588;de;01.07.2008
Rubigen;3113;0;Rubigen;623;BE;7.540657505;46.89468394;de;01.07.2008
Walkringen;3512;0;Walkringen;626;BE;7.618012918;46.94836412;de;01.07.2008
Rüfenacht BE;3075;0;Worb;627;BE;7.535023507;46.92688902;de;01.07.2008
Vielbringen b. Worb;3075;2;Worb;627;BE;7.542977856;46.91583463;de;01.05.2012
Enggistein;3077;0;Worb;627;BE;7.601327056;46.92909991;de;01.07.2008
Richigen;3078;0;Worb;627;BE;7.583883489;46.91723898;de;01.07.2008
Zäziwil;3532;0;Zäziwil;628;BE;7.667236018;46.8956163;de;01.07.2008
Oberhünigen;3504;2;Oberhünigen;629;BE;7.66706041;46.87403019;de;01.07.2008
Laupen BE;3177;0;Ferenbalm;662;BE;7.232617513;46.91901745;de;01.07.2008
Gümmenen;3205;0;Ferenbalm;662;BE;7.238271997;46.9400346;de;01.07.2008
Rizenbach;3206;0;Ferenbalm;662;BE;7.228039615;46.94876187;de;01.07.2008
Ferenbalm;3206;1;Ferenbalm;662;BE;7.214969786;46.95613628;de;01.07.2008
Biberen;3206;3;Ferenbalm;662;BE;7.21096261;46.93839945;de;01.07.2008
Gammen;3206;4;Ferenbalm;662;BE;7.225640693;46.92135344;de;01.07.2008
Wileroltigen;3207;0;Ferenbalm;662;BE;7.233756979;46.95844467;de;01.07.2008
Frauenkappelen;3202;0;Frauenkappelen;663;BE;7.332176413;46.95433545;de;01.07.2008
